,business_id,stars,tokenized_category
28108,NJX4JknIvjfeVUHMiOfL2w,3.0,"['Food', 'Coffee', 'Tea']"
28109,k37KspW_nFpvj_XJI50wOQ,3.5,"['Restaurants', 'Pizza', 'Professional', 'Services', 'Web', 'Design', 'Marketing']"
28110,gvmdWqpfxIlx2x5K9HiboA,5.0,"['Hair', 'Salons', 'Beauty', 'Spas']"
28111,TPUBgTMzvwUKjLBXBkJfGA,4.5,"['Ice', 'Cream', 'Frozen', 'Yogurt', 'Food']"
28112,9MLRcxtNuBF5TG6zA9VDsQ,2.0,"['Ice', 'Cream', 'Frozen', 'Yogurt', 'Food', 'Desserts']"
28113,9ZZYPd46HKq8ZIpUbNZfmw,2.5,"['Fashion', 'Women', ""'s"", 'Clothing', 'Shopping']"
28114,nFikPH1pjWY1m__4ZNfV9w,3.5,"['Nightlife', 'Caribbean', 'Bars', 'Restaurants']"
28115,58m8i72mRDxB9ntHZPA0_A,2.0,"['Hair', 'Removal', 'Laser', 'Hair', 'Removal', 'Skin', 'Care', 'Health', 'Medical', 'Dermatologists', 'Doctors', 'Beauty', 'Spas']"
28116,GN4giapad7mI9PqWCQcqWQ,4.0,"['Bars', 'Restaurants', 'Gastropubs', 'Wine', 'Bars', 'Burgers', 'Cocktail', 'Bars', 'Nightlife', 'Comfort', 'Food']"
28117,HpqxqgNhyn0fuxIuIqhQ8A,4.0,"['Grocery', 'Food']"
28118,ZiD-51ZPmx682EItg6Y3jA,3.0,"['Arts', 'Entertainment', 'Food', 'Restaurants', 'Cafes', 'Shopping', 'Coffee', 'Tea', 'Breakfast', 'Brunch', 'Art', 'Galleries']"
28119,rHCYR_vmlSps-XIds3UCAQ,3.0,"['Car', 'Rental', 'Body', 'Shops', 'Auto', 'Detailing', 'Hotels', 'Travel', 'Car', 'Dealers', 'Automotive']"
28120,O0gxkdh1eXMJm-6R7TzYeg,3.5,"['Restaurants', 'Latin', 'American']"
28121,PPCEx65Lm121Hw5yQhM_Zw,3.0,"['Food', 'Bars', 'Beer', 'Wine', 'Spirits', 'Beer', 'Bar', 'Restaurants', 'Comfort', 'Food', 'Nightlife', 'Breakfast', 'Brunch', 'Pubs']"
28122,t6sBJTPk3RoMGx0OflCBbg,3.0,"['Nail', 'Technicians', 'Nail', 'Salons', 'Hair', 'Removal', 'Waxing', 'Beauty', 'Spas']"
28123,NumovRCL1dMSLGpoPnSeWA,5.0,"['Middle', 'Eastern', 'Mediterranean', 'Restaurants', 'Halal', 'Falafel']"
28124,vcdgxeTfjFW9SXJmuUVOOg,4.5,"['Restaurants', 'Fish', 'Chips']"
28125,Z1opi_sh2HqvTiR7J6fn9A,3.0,"['Automotive', 'Convenience', 'Stores', 'Food', 'Gas', 'Stations']"
28126,EfTKVvOpYNuU5bvxfjyMCQ,4.0,"['Thai', 'Restaurants']"
28127,NrYq07iiMykxVbNjoXMHDQ,3.5,"['Greek', 'Restaurants']"
28128,mAhu38hHUQyOatamyQsOww,3.0,"['Restaurants', 'Mediterranean', 'Italian']"
28129,NwP5VEf48zp_KJt_xovQ1Q,4.5,"['Local', 'Services', 'Printing', 'Services', 'Event', 'Planning', 'Services', 'Photographers', 'Professional', 'Services', 'Graphic', 'Design', 'Web', 'Design', 'Marketing']"
28130,ZMTYz2Sjx1D9u2l3bW43PQ,3.0,"['Automotive', 'Auto', 'Parts', 'Supplies', 'Car', 'Dealers', 'Auto', 'Repair', 'Car', 'Rental', 'Hotels', 'Travel', 'Trailer', 'Repair']"
28131,rn6_t044pHckTKIFyuHjog,4.0,"['Chicken', 'Wings', 'Sandwiches', 'Chicken', 'Shop', 'Restaurants', 'Seafood']"
28132,1q-0v6rg3X-K6qMj81wt-Q,3.0,"['Restaurants', 'Indian']"
28133,fHeaQtfx7HuPzXKeO1XwwQ,3.5,"['Steakhouses', 'Bars', 'American', 'New', 'Restaurants', 'American', 'Traditional', 'Lounges', 'Canadian', 'New', 'Nightlife']"
28134,6OqVOZqFibCoLeNQcjkaHQ,3.5,"['Nightlife', 'Bars', 'Lounges']"
28135,xqWlrxMidUGNDcmuJP3XUQ,5.0,"['Pet', 'Sitting', 'Pet', 'Boarding', 'Pet', 'Services', 'Pets', 'Dog', 'Walkers', 'Pet', 'Training']"
28136,xQzunp8KMJJ_GPzQHFCI5g,3.0,"['Sandwiches', 'Food', 'Restaurants', 'Coffee', 'Tea']"
28137,zyw5DjrRks7a8OhmBsgCQQ,3.0,"['Canadian', 'New', 'Restaurants', 'Pubs', 'Bars', 'Irish', 'Nightlife']"
28138,AyIW_lilt8Sd6pbiADj4UQ,5.0,"['Local', 'Flavor', 'Party', 'Event', 'Planning', 'Event', 'Planning', 'Services', 'Tours', 'Hotels', 'Travel']"
28139,pYq3_GetBLzBZ6OQPcplRA,4.0,"['Food', 'Ice', 'Cream', 'Frozen', 'Yogurt', 'Local', 'Flavor']"
28140,-zge19VgbAf9FZzVu21vkg,3.0,"['Event', 'Planning', 'Services', 'Hotels', 'Travel', 'Venues', 'Event', 'Spaces', 'Hotels']"
28141,37YLTHLnqegSB49N06IHog,3.5,"['Dog', 'Parks', 'Parks', 'Beaches', 'Active', 'Life']"
28142,FgwFl-jlTv1FryXwlMd0jg,4.5,"['Thrift', 'Stores', 'Fashion', 'Shopping', 'Used', 'Vintage', 'Consignment']"
28143,nt5o6LRFcEziQowKynYaDg,5.0,"['Osteopathic', 'Physicians', 'Pain', 'Management', 'Naturopathic', 'Holistic', 'Occupational', 'Therapy', 'Health', 'Medical', 'Doctors', 'Physical', 'Therapy']"
28144,MNCkC4cyIa4f-4ohX3plww,3.5,"['Restaurants', 'Modern', 'European']"
28145,cFpbP3-trTR9q34lOqiIUA,3.0,"['Indian', 'Restaurants', 'Italian']"
28146,KvbvfyI82dJMgo0NZgDgLg,4.0,"['Event', 'Planning', 'Services', 'Caterers', 'American', 'New', 'Restaurants', 'Canadian', 'New', 'Professional', 'Services']"
28147,2TwN6XsKrLPvgTeYNEqVXQ,3.0,"['Restaurants', 'Canadian', 'New']"
28148,fSH8YEWdObuVCZnRfmoWlw,2.5,"['Mobile', 'Phone', 'Repair', 'IT', 'Services', 'Computer', 'Repair', 'Local', 'Services']"
28149,aLcFhMe6DDJ430zelCpd2A,4.0,"['Thai', 'Restaurants']"
28150,GoHU8mDK38Z7OaqVs0aVoA,4.0,"['Mexican', 'Restaurants']"
28151,ZRrkDsZicUfuX4BnjCkUAw,2.5,"['Auto', 'Detailing', 'Automotive', 'Smog', 'Check', 'Stations', 'Oil', 'Change', 'Stations']"
28152,pIB-Js9drl27qrrSjKK_eA,3.5,"['Chinese', 'Restaurants']"
28153,X2S5_MFxSjzsfX-vBXaAuQ,2.5,"['Food', 'Coffee', 'Tea', 'Donuts']"
28154,qmBs5OyEblACv5q8bb-eww,4.0,"['Food', 'Bubble', 'Tea', 'Coffee', 'Tea', 'Restaurants']"
28155,tfZJQwnA5N6xpkNR2DD1jQ,5.0,"['Self-defense', 'Classes', 'Boxing', 'Martial', 'Arts', 'Fitness', 'Instruction', 'Active', 'Life']"
28156,TtY2R_zOx9Nze1ypzPa1rA,3.5,"['Medical', 'Centers', 'Doctors', 'Chiropractors', 'Health', 'Medical']"
28157,aBW5YHLr72R9lBIr7mi-vg,4.0,"['Books', 'Mags', 'Music', 'Video', 'Shopping', 'Music', 'DVDs']"
28158,7ge_rSewITPX6aD2LNj4_A,3.5,"['Home', 'Decor', 'Home', 'Garden', 'Shopping', 'Kitchen', 'Bath']"
28159,imksthem0QTGEY2nHnzSpw,3.0,"['Computers', 'Shopping', 'Office', 'Equipment']"
28160,6rGE-CBKhUw50SkOTxjttg,4.5,"['Beauty', 'Spas', 'Health', 'Medical', 'Massage', 'Acupuncture', 'Reflexology']"
28161,8QwX7byTBx8bT7gKq72EGg,2.5,"['Home', 'Services', 'Water', 'Heater', 'Installation', 'Repair', 'Heating', 'Air', 'Conditioning', 'HVAC']"
28162,SNkkuchbVtUzCwyENcai_g,3.5,"['Japanese', 'Chinese', 'Korean', 'Restaurants']"
28163,76LLUmnfMjBnppNUw0J4fA,2.5,"['Indian', 'Restaurants', 'Pakistani']"
28164,SC8BMOrlQb6ID5n-l7i-LA,3.0,"['Beauty', 'Spas', 'Hair', 'Salons', 'Barbers']"
28165,BVA2a7B3mj9BDsptTqWLAg,4.5,"['Professional', 'Services', 'Health', 'Medical', 'Counseling', 'Mental', 'Health', 'Hypnosis', 'Hypnotherapy', 'Life', 'Coach']"
28166,AFaE_Wi7cX1S7JmsrO58ew,2.0,"['Desserts', 'Food', 'Do-It-Yourself', 'Food', 'Ice', 'Cream', 'Frozen', 'Yogurt']"
28167,GiMIjI_hX8bg8vUjmvdBHw,3.5,"['Diners', 'Breakfast', 'Brunch', 'Sandwiches', 'Restaurants']"
28168,QKzOpt2oyMZpiwAYDvBfmA,3.5,"['Food', 'Pubs', 'Bars', 'Beer', 'Wine', 'Spirits', 'Nightlife']"
28169,zGOxZRHAx8I1yXHZXTeWIA,4.0,"['Italian', 'Salad', 'Pizza', 'Sandwiches', 'Restaurants']"
28170,KziQgJpDZUE5EKHbWZ0Hag,4.0,"['Local', 'Services', 'Mobile', 'Phone', 'Repair', 'IT', 'Services', 'Computer', 'Repair']"
28171,DQk_C0OknJnSbefWvNAWew,4.0,"['Beauty', 'Spas', 'Hair', 'Salons']"
28172,VL9OCgo0YAQildndLGnPjg,4.0,"['Restaurants', 'Vietnamese']"
28173,4J4ZcvQFQfOXSrGeZxHYLg,4.0,"['Shopping', 'Arts', 'Crafts', 'Art', 'Supplies']"
28174,VoYF6KnSnnhZ2lI4D9O-KA,3.5,"['Restaurants', 'Mediterranean']"
28175,zC-RnKVTlGEBmzCngDzp0Q,3.5,"['Korean', 'Bars', 'Pubs', 'Food', 'Specialty', 'Food', 'Ethnic', 'Food', 'Restaurants', 'Nightlife']"
28176,l2KV-9-dkrvhZF6lNrPpCw,2.0,"['Pizza', 'Restaurants']"
28177,Ya7fB7kG3jdR7TT4JFEqdA,2.5,"['Desserts', 'Ice', 'Cream', 'Frozen', 'Yogurt', 'Food', 'Juice', 'Bars', 'Smoothies']"
28178,4wO5Dxwv_iXDrbPokCeLFQ,4.0,"['Caribbean', 'Restaurants', 'Soul', 'Food']"
28179,3qWkTz6L31O_H50kqOBoHg,2.5,"['Japanese', 'Restaurants']"
28180,F3efifhDv4lXDYfyZ8wk_Q,4.0,"['Sports', 'Clubs', 'Trainers', 'Fitness', 'Instruction', 'Active', 'Life', 'Gyms']"
28181,7neehOJBkmMKzvkpZGM6CQ,4.0,"['Pet', 'Groomers', 'Pet', 'Stores', 'Pet', 'Services', 'Pets']"
28182,nL_IofJ0sQVigmj3HInPPg,3.5,"['Food', 'Grocery']"
28183,0v8icS8wOOgEDiHDCOQkZQ,4.0,"['Chinese', 'Restaurants', 'Indian']"
28184,KzAq9jEvVyTN30OjiEV14Q,2.0,"['Pets', 'Veterinarians', 'Health', 'Medical', 'Urgent', 'Care']"
28185,l1HpKfHq50qi1DRbVDJZSw,3.5,"['Ethnic', 'Food', 'Specialty', 'Food', 'Food', 'Bakeries', 'Desserts', 'Imported', 'Food']"
28186,rnePBglEOk32n1oW9QcCMA,3.0,"['Children', ""'s"", 'Clothing', 'Shopping', 'Fashion', 'Shoe', 'Stores']"
28187,nkQKvl016U7Wv35USvrMMw,4.0,"['Sewing', 'Alterations', 'Local', 'Services']"
28188,blxcciomidl5td-QTSsg5Q,4.5,"['Greek', 'Restaurants', 'Mediterranean']"
28189,Oc5UASckrERvzCgVJ3-P7g,2.5,"['Pizza', 'Restaurants', 'Event', 'Planning', 'Services', 'Caterers']"
28190,vwETxfdrQFWBmwIvgTevfQ,2.5,"['Hair', 'Salons', 'Beauty', 'Spas']"
28191,lAmxu3CTXkWeGzANKbN9lQ,4.5,"['Bars', 'Pubs', 'Food', 'Breweries', 'Nightlife']"
28192,QW0ozABysFmiOI7oVFrbfQ,4.0,"['Orthodontists', 'Health', 'Medical', 'Dentists']"
28193,0vsc5bBY8VVpT69NrFiaag,4.5,"['Food', 'Restaurants', 'Cafes', 'Desserts']"
28194,u5KIqkqWtPs5w38I9Ofgkw,4.5,"['Massage', 'Therapy', 'Health', 'Medical', 'Massage', 'Beauty', 'Spas', 'Reflexology', 'Day', 'Spas', 'Acupuncture']"
28195,Ys_5p_5V7UHTbNIfYtoQ2w,4.0,"['Restaurants', 'Juice', 'Bars', 'Smoothies', 'Organic', 'Stores', 'Breakfast', 'Brunch', 'Sandwiches', 'Bistros', 'Food', 'Desserts']"
28196,5F5fR05h2pxtmsFIsbpIjQ,3.0,"['Hair', 'Salons', 'Barbers', 'Beauty', 'Spas']"
28197,uO4jxYtHhyW-vAv7uc5GRA,5.0,"['Body', 'Shops', 'Auto', 'Repair', 'Automotive']"
28198,Kk-M_DxsopNE_hSNKhigNg,3.0,"['Restaurants', 'Thai']"
28199,4iY-JA8swpJcLMGFit_G-g,1.5,"['Fast', 'Food', 'Restaurants', 'American', 'Traditional', 'Chicken', 'Shop', 'Chicken', 'Wings']"
28200,DoplDUlfNJ0oU3S8QcalrA,3.5,"['Investing', 'Financial', 'Services', 'Financial', 'Advising', 'Banks', 'Credit', 'Unions']"
28201,0kontjgE1Abhps-9mkr_QQ,3.0,"['Shopping', 'Fashion', 'Accessories', 'Shoe', 'Stores']"
28202,8-IjG26VnlXLg1N-0AvHrw,3.0,"['Creperies', 'Restaurants', 'French']"
28203,VSsZ2zsZLRGSOt2DSJ-LAA,3.0,"['Home', 'Services', 'Interior', 'Design', 'Shades', 'Blinds']"
28204,jSqp2CzopYUFPlgq3aoQSg,3.5,"['Local', 'Services', 'Dry', 'Cleaning', 'Laundry', 'Carpet', 'Cleaning', 'Leather', 'Goods', 'Shopping', 'Fashion', 'Sewing', 'Alterations']"
28205,E4fa_su5r1Vd99cybRrG4w,3.5,"['Health', 'Medical', 'Cosmetic', 'Dentists', 'Dentists', 'General', 'Dentistry']"
28206,ri18gA4JYoqXZzn5Mc7hDQ,3.5,"['Local', 'Services', 'Printing', 'Services']"
28207,LB7r3hZmb4NXb2jDQmmQ9w,3.5,"['Chinese', 'Restaurants']"
28208,3RlylOY452bA8rwliPUeUQ,3.0,"['Korean', 'Restaurants']"
28209,0rrxeGhMUXZdyVt16DdKHw,3.5,"['Indian', 'Restaurants']"
28210,mOsKIonnlHllP9gfbXdgnQ,2.5,"['Restaurants', 'Indian']"
28211,TGKVtYaI46psmOLSlY9nkg,4.0,"['Restaurants', 'Cafes', 'Sandwiches', 'Coffee', 'Tea', 'Food']"
28212,mEHvb1m8_g4zGneN-RWVrA,4.5,"['Active', 'Life', 'Parks']"
28213,pQXSV6RopNgSDtMuSVO8Lw,3.5,"['Juice', 'Bars', 'Smoothies', 'Food']"
28214,3dmkhl-0Td-0GM6IIZ8xVw,3.0,"['Burgers', 'Restaurants']"
28215,NCvSq6zCsN_PCKpMxvpn7w,3.0,"['Bars', 'Pubs', 'Nightlife']"
28216,1BiIrRvejfuXifw-DVq9Cg,2.5,"['Shopping', 'Home', 'Decor', 'Arts', 'Crafts', 'Fabric', 'Stores', 'Home', 'Garden']"
28217,bdBlybBalBeuw_DHSvzFFQ,2.0,"['American', 'Traditional', 'Restaurants', 'Fast', 'Food', 'Burgers']"
28218,35fFIQci6xTWQ2HX22-YKA,5.0,"['Yoga', 'Fitness', 'Instruction', 'Active', 'Life']"
28219,e178giuAicIhb16ymOtiBg,3.5,"['Asian', 'Fusion', 'Chinese', 'Restaurants']"
28220,H75ud6IWd0lsbclqb_H0Aw,3.0,"['Indian', 'Caribbean', 'Chinese', 'Restaurants']"
28221,nY7fbhtSoofHCJ18x0lNhQ,3.0,"['Pizza', 'Restaurants']"
28222,tYfpszMszVbRpSg9Wwy_AA,4.5,"['Active', 'Life', 'Fitness', 'Instruction', 'Martial', 'Arts', 'Gymnastics']"
28223,WbdlTcdzmxQtTOXxEZ4UMA,3.0,"['Karate', 'Kids', 'Activities', 'Martial', 'Arts', 'Fitness', 'Instruction', 'Active', 'Life']"
28224,3tuW0s0o6eDhsorAk79uQQ,4.5,"['Food', 'Convenience', 'Stores']"
28225,dDTJv37DK257kf74ZPBcxg,3.5,"['Pubs', 'Bars', 'British', 'Restaurants', 'Nightlife']"
28226,BEyr9O3L2wHq8z_5nZFUpw,3.0,"['Pizza', 'Food', 'Chicken', 'Wings', 'Restaurants', 'Italian', 'Food', 'Delivery', 'Services']"
28227,b7-O2wKU0vPNtATt8cAsGA,2.5,"['Food', 'Grocery']"
28228,ew1g8MSS7dPxBtOMnIcDzQ,3.0,"['Salad', 'Event', 'Planning', 'Services', 'Local', 'Flavor', 'Caterers', 'Restaurants', 'Sandwiches']"
28229,qh91Ag_HxjOMmU-Drhx21Q,3.5,"['Shoe', 'Stores', 'Fashion', 'Shopping']"
28230,I5zC_Qw8tpAckO5i6KC5dQ,4.0,"['Books', 'Mags', 'Music', 'Video', 'Art', 'Galleries', 'Arts', 'Entertainment', 'Nightlife', 'Shopping', 'Videos', 'Video', 'Game', 'Rental', 'Bars', 'Cafes', 'Restaurants']"
28231,siPgQHftKLiKP0Uyd0phSA,2.0,"['Shopping', 'Bikes', 'Sporting', 'Goods', 'Tennis', 'Active', 'Life']"
28232,yiAf2ChB0HNBkXAQESGt6w,3.0,"['Food', 'Grocery']"
28233,EAjX7nW6n3-lurrECDXAWQ,2.0,"['Tax', 'Services', 'Financial', 'Services']"
28234,-glGI-VKFnHZG-uU8P3KJQ,1.0,"['Shopping', 'TV', 'Mounting', 'Home', 'Theatre', 'Installation', 'Home', 'Services', 'Electronics', 'Local', 'Services']"
28235,G3itRWcQprHJ7w-5vl1_2Q,1.5,"['Videos', 'Video', 'Game', 'Rental', 'Shopping', 'Books', 'Mags', 'Music', 'Video']"
28236,qcrLRUiGsdXA6cZXZPl1NQ,2.5,"['Local', 'Services', 'Watch', 'Repair']"
28237,VoJbh0ad4x5lnWPHx1sxVQ,4.5,"['American', 'Traditional', 'Gluten-Free', 'Restaurants', 'Antiques', 'Nightlife', 'Arts', 'Entertainment', 'Internet', 'Cafes', 'Jazz', 'Blues', 'Food', 'Bakeries', 'Shopping', 'Desserts', 'Cafes']"
28238,2br8Ts4Ph_1I-Uy7R2hjVw,3.5,"['Bars', 'American', 'Traditional', 'Restaurants', 'Sports', 'Bars', 'Nightlife']"
28239,gT2DwGUKvfY9fRDrR893zA,2.5,"['Tobacco', 'Shops', 'Vape', 'Shops', 'Shopping']"
28240,WUq7NNgCTaPphTYL6qyEBQ,3.5,"['French', 'Bistros', 'Restaurants']"
28241,0PQlEe92HDI8zeYlYq-Khw,4.0,"['Restaurants', 'Thai']"
28242,8T9DlB0WPzBYPs2y5fE_Rg,2.5,"['Post', 'Offices', 'Public', 'Services', 'Government']"
28243,9l3XIkXYCUxqCHymRubAiQ,4.5,"['Shopping', 'Fashion']"
28244,M-VUR6cHMZIPN1wbvVdGiQ,2.5,"['Restaurants', 'Chicken', 'Wings', 'Pizza', 'Halal']"
28245,GZ12skjXwuMuH3LidRN-mA,3.5,"['Restaurants', 'Spanish', 'Fast', 'Food', 'Mexican']"
28246,YqAJzkF6NA_SbKx0TqJHvA,4.5,"['Bagels', 'Food']"
28247,y9RItx3XscQDf1cacXYWCw,4.0,"['Shopping', 'Art', 'Galleries', 'Arts', 'Entertainment']"
28248,5td-5D7aMQ6zSuSSNLAQjQ,3.5,"['Chinese', 'Restaurants']"
28249,McaRYgVwOCmtWkKxNsXlZg,3.5,"['Restaurants', 'Nightlife', 'Mediterranean', 'Barbeque', 'Bars', 'Modern', 'European', 'Burgers']"
28250,oQIm77kYhudya-36pZ-3_w,3.0,"['Food', 'Specialty', 'Food', 'Desserts', 'Coffee', 'Tea', 'Restaurants', 'Bakeries', 'Cafes', 'French']"
28251,-t2b2DaLhrb2-Ngv8Tvw9w,3.5,"['Italian', 'Restaurants']"
28252,FjhxXDhiqUAkz2Bn8I6yRA,3.5,"['Vietnamese', 'Restaurants']"
28253,TCFc7Tget8pMrklvnN8MJQ,4.5,"['Doctors', 'Orthodontists', 'Health', 'Medical', 'Sports', 'Medicine', 'Physical', 'Therapy', 'Dentists', 'Orthopedists', 'Podiatrists']"
28254,wrbKfIdC1Wq8pWB_qOipsw,4.0,"['Museums', 'Landmarks', 'Historical', 'Buildings', 'Public', 'Services', 'Government', 'Arts', 'Entertainment']"
28255,ZLPPaAJnEvN8311zwXvw6w,4.5,"['Grocery', 'Imported', 'Food', 'Food', 'Sri', 'Lankan', 'Specialty', 'Food', 'Ethnic', 'Food', 'Desserts', 'Restaurants']"
28256,0WN844dLZp-YuUy15sW_Zg,2.0,"['Cafes', 'Coffee', 'Tea', 'Sandwiches', 'Food', 'Restaurants', 'Fast', 'Food']"
28257,u2r67X83owlCwx1xHLuAGw,3.5,"['Bed', 'Breakfast', 'Hotels', 'Travel']"
28258,riaVS_R0Tu2GF7EJEEj-hg,2.0,"['Automotive', 'Convenience', 'Stores', 'Gas', 'Stations', 'Coffee', 'Tea', 'Gas', 'Stations', 'Food']"
28259,0-ZA4TTKlHYGIQJj06G0-w,4.0,"['Polish', 'Restaurants', 'American', 'Traditional', 'Bars', 'Soul', 'Food', 'Canadian', 'New', 'Nightlife', 'Comfort', 'Food']"
28260,rFay7nyXCrocFPsyb0hpOQ,4.0,"['Gastropubs', 'Diners', 'Nightlife', 'Cocktail', 'Bars', 'Breakfast', 'Brunch', 'Wine', 'Bars', 'Canadian', 'New', 'Bars', 'American', 'Traditional', 'Lounges', 'Restaurants']"
28261,eiOE-I32SK4MVG3xurl4Fg,2.5,"['Restaurants', 'Pizza']"
28262,zaDCrge6vrR9lrfiidQKnw,3.5,"['Hair', 'Salons', 'Nail', 'Salons', 'Day', 'Spas', 'Beauty', 'Spas']"
28263,NmXB2KhGXHKMCMAKILpCCA,4.5,"['Gastropubs', 'Bars', 'Restaurants', 'Nightlife', 'Pubs']"
28264,yAFV_tYkT0NDBZmvAusJhQ,2.5,"['Nightlife', 'Dance', 'Clubs']"
28265,NKJYblDUXRh9FfKPjufP_Q,2.5,"['Restaurants', 'Seafood']"
28266,ZeflI-5odYACgDiWiEocKw,4.5,"['Barbers', 'Beauty', 'Spas']"
28267,uB0--oSQ0x5scE447E7t5Q,5.0,"['Tobacco', 'Shops', 'Vape', 'Shops', 'Hobby', 'Shops', 'Shopping']"
28268,N707OzfpF5XTVz0kFcRyUQ,3.0,"['Amusement', 'Parks', 'Party', 'Event', 'Planning', 'Active', 'Life', 'Playgrounds', 'Event', 'Planning', 'Services']"
28269,pnCUFu-zl69Gm2jRoCTdIQ,3.0,"['Active', 'Life', 'Gyms', 'Sporting', 'Goods', 'Sports', 'Clubs', 'Fitness', 'Instruction', 'Shopping']"
28270,FWkPRTYX-jct6rv0Wy9sjw,1.5,"['Walk-in', 'Clinics', 'Health', 'Medical', 'Medical', 'Centers']"
28271,baFDIj8FQ4-MlviiaJpckw,2.5,"['Beauty', 'Spas', 'Hair', 'Salons']"
28272,QBEqnk76Q5N1on4LAry2_g,2.5,"['Breakfast', 'Brunch', 'Restaurants', 'American', 'Traditional', 'Diners', 'Canadian', 'New']"
28273,QxMgkraDxkA7dmKo8DFHRw,4.5,"['Specialty', 'Schools', 'Dance', 'Schools', 'Education']"
28274,JeuwGHY3knsBKt3KegjqrQ,4.0,"['Restaurants', 'Cafes', 'Desserts', 'Food', 'Fondue']"
28275,x4mhAhgIVUd205iXMoyzCQ,4.0,"['Italian', 'Restaurants']"
28276,esrKSIs5pVCc7MHRYevOLg,2.5,"['Food', 'Grocery']"
28277,pGhA4wosV95UvlKADjDLtw,4.0,"['Restaurants', 'Burgers', 'Pizza', 'Chicken', 'Wings']"
28278,WNbHTkeeqVrawlDoRB2ceQ,2.0,"['Dry', 'Cleaning', 'Dry', 'Cleaning', 'Laundry', 'Laundry', 'Services', 'Local', 'Services']"
28279,iMEMdmtlnl6jIwkxMYsviA,2.5,"['Hair', 'Removal', 'Beauty', 'Spas', 'Skin', 'Care', 'Day', 'Spas']"
28280,81Q-XGQtQ72rhO8YgQS4GQ,4.0,"['Nightlife', 'Pubs', 'Bars', 'Restaurants', 'Breakfast', 'Brunch']"
28281,i0bD4WCmVHdK92L73CNbgQ,3.5,"['Food', 'Restaurants', 'Italian', 'Coffee', 'Tea', 'Cafes']"
28282,YbE-aTl6DzibSlSpifmmOw,4.5,"['Team', 'Building', 'Activities', 'Active', 'Life', 'Event', 'Planning', 'Services', 'Archery', 'Airsoft', 'Recreation', 'Centers', 'Nightlife', 'Sports', 'Clubs', 'Party', 'Event', 'Planning']"
28283,OXVp3FH5EWv6Le6lY009Vg,4.0,"['Chinese', 'Restaurants', 'Barbeque']"
28284,-gaC1Lf_i2nt4jtRsUJJfg,1.0,"['Marketing', 'Professional', 'Services']"
28285,mRIU9OqKiA93RSrEcMONvA,4.5,"['Doctors', 'Health', 'Medical', 'Veterinarians', 'Internal', 'Medicine', 'Pets', 'Pet', 'Stores']"
28286,xbwTdsS96xwK1YrlNzNUlg,3.0,"['Nail', 'Salons', 'Beauty', 'Spas', 'Massage', 'Skin', 'Care']"
28287,URYcfO7XcqAh6W4tnP_BYw,3.0,"['Shopping', 'Fashion', 'Shoe', 'Stores', 'Accessories']"
28288,ftCJt8K8T8NV92v-akKo_w,4.0,"['Fish', 'Chips', 'Seafood', 'Restaurants']"
28289,2PZRu5q70e0p7jEMxaXsDw,3.0,"['Beer', 'Wine', 'Spirits', 'Food', 'Belgian', 'Gastropubs', 'Nightlife', 'Canadian', 'New', 'Restaurants', 'Bars']"
28290,yktoomuBOxto-vMdaDWa_Q,1.0,"['Barbers', 'Beauty', 'Spas']"
28291,KBQcNy9k9G8_a5WtrVGH8w,3.0,"['Italian', 'Restaurants']"
28292,FAI9pDhZ-Af4OJnhIxdxOA,2.5,"['Pizza', 'Food', 'Ice', 'Cream', 'Frozen', 'Yogurt', 'Restaurants']"
28293,BK532BzQQNMcvZ5RZsIwUQ,2.5,"['Doctors', 'Health', 'Medical', 'Family', 'Practice', 'Medical', 'Centers']"
28294,vv02msd7oOWi2DE6FDmjxQ,3.0,"['Restaurants', 'Korean']"
28295,WHJKtqXp9P0vuMA4cUUsNQ,3.0,"['Food', 'Ice', 'Cream', 'Frozen', 'Yogurt']"
28296,91xj7pEBttp3i6bJMJeBpg,2.5,"['Nightlife', 'Comedy', 'Clubs']"
28297,zeJVAY-kZFrKqXEBKnl86Q,2.5,"['Florists', 'Shopping', 'Flowers', 'Gifts']"
28298,7LURynIRYeS7jcfadeRASg,3.0,"['Chicken', 'Wings', 'Chicken', 'Shop', 'Event', 'Planning', 'Services', 'Party', 'Event', 'Planning', 'Barbeque', 'Salad', 'Sandwiches', 'Restaurants', 'Comfort', 'Food']"
28299,FBnMbASP1Y_kDoHRZMmtwQ,2.0,"['Sporting', 'Goods', 'Department', 'Stores', 'Auto', 'Parts', 'Supplies', 'Home', 'Garden', 'Fashion', 'Hardware', 'Stores', 'Shopping', 'Automotive']"
28300,td8JFA6fxe2U5BiL6lvT4A,3.5,"['Beauty', 'Spas', 'Hair', 'Salons']"
28301,sbcJ87ZzhB6-WZiI1SV1mQ,4.5,"['Health', 'Medical', 'Massage', 'Therapy', 'Skin', 'Care', 'Massage', 'Nail', 'Salons', 'Beauty', 'Spas']"
28302,vGhrk8sLiROfkc4nixUr8w,5.0,"['Local', 'Services', 'Pest', 'Control', 'Wildlife', 'Control']"
28303,2rcrwnlPd_w5oieGVyDgpw,4.0,"['Japanese', 'Restaurants']"
28304,kRIPB7GPTHRj3cktAKAgsA,2.0,"['Food', 'Ice', 'Cream', 'Frozen', 'Yogurt', 'Fast', 'Food', 'Restaurants']"
